name,_id,run_start_time,run_end_time,status,status_message,add_diesel_generator_one_distribution_center.batt_storage_capacity,add_diesel_generator_one_distribution_center.generator,add_diesel_generator_one_distribution_center.pv_power,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,batt_discharge_power,batt_initial_charge,batt_max_soc,batt_min_soc,epw_file,meter_name,reporting_frequency,template
DOE Autogenerated 1727,fcd9e94f-d002-47f3-a582-5cd8e4f9a503,2022-07-15T23:10:14.717Z,2022-07-15T23:12:52.333Z,completed,completed normal,300.0,42kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 221,a7727953-bf4b-4786-9ffd-de99d4058b19,2022-07-15T21:41:11.894Z,2022-07-15T21:43:25.902Z,completed,completed normal,70.0,80kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1208,9ebeabb5-1c6c-42d5-91b7-536a4c8c29a9,2022-07-15T22:38:40.079Z,2022-07-15T22:41:22.108Z,completed,completed normal,50.0,42kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1835,30f4256f-dd56-46eb-acfb-bfc8795f7360,2022-07-15T23:16:36.821Z,2022-07-15T23:19:07.787Z,completed,completed normal,50.0,42kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2180,e17ccaae-b05b-4e6d-8a89-025916514344,2022-07-15T23:38:05.940Z,2022-07-15T23:40:45.923Z,completed,completed normal,150.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1239,1049e64e-0a39-45ae-bd00-a652f136fc57,2022-07-15T22:40:18.966Z,2022-07-15T22:42:49.679Z,completed,completed normal,12.5,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 976,3d7a680e-5552-41a2-a2ba-b5a106f0531b,2022-07-15T22:24:21.946Z,2022-07-15T22:27:09.397Z,completed,completed normal,20.0,42kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1461,22966e2a-8a78-4849-9857-87e0938546b2,2022-07-15T22:54:07.529Z,2022-07-15T22:56:39.183Z,completed,completed normal,300.0,55kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1843,37b561a1-cc30-41cc-a991-3bd3644c886f,2022-07-15T23:17:02.135Z,2022-07-15T23:19:26.522Z,completed,completed normal,400.0,42kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2062,0f5818b5-d739-4afb-8ca7-ac35e65c8075,2022-07-15T23:30:37.885Z,2022-07-15T23:33:14.082Z,completed,completed normal,35.0,42kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2385,d21d4ab2-5449-4ccd-ad4a-c450c8a77e8b,2022-07-15T23:50:50.518Z,2022-07-15T23:53:26.040Z,completed,completed normal,35.0,80kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1237,56cad162-ec54-4457-96b3-3b6fca3f949e,2022-07-15T22:40:17.215Z,2022-07-15T22:42:49.674Z,completed,completed normal,5.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 553,3d092c37-a9be-45cc-beb4-74087adadfde,2022-07-15T21:59:03.572Z,2022-07-15T22:01:23.250Z,completed,completed normal,5.0,80kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 736,db3b1fb5-73d6-47ac-a7ad-d936b32e2ce5,2022-07-15T22:09:21.659Z,2022-07-15T22:12:03.076Z,completed,completed normal,150.0,80kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1967,847101fe-477e-46bb-bc6c-5a09d294a783,2022-07-15T23:24:35.835Z,2022-07-15T23:27:17.489Z,completed,completed normal,35.0,55kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1534,2c076ce2-5444-4b34-9a18-6e5af9b9486b,2022-07-15T22:58:23.961Z,2022-07-15T23:00:57.954Z,completed,completed normal,150.0,80kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1559,8445b215-4948-4a57-a1f4-876bf5c68bb9,2022-07-15T23:00:12.243Z,2022-07-15T23:02:40.480Z,completed,completed normal,0.0,55kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 231,290daae4-b712-4295-9e6f-ee574d1791dd,2022-07-15T21:41:26.094Z,2022-07-15T21:43:18.971Z,completed,completed normal,10.0,42kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 808,80bb56ac-7981-4e13-ac5d-4c12c60e1be9,2022-07-15T22:13:56.501Z,2022-07-15T22:16:32.646Z,completed,completed normal,35.0,42kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1652,e580e682-5582-4f82-a478-c4f37bd8a7e3,2022-07-15T23:05:33.922Z,2022-07-15T23:08:10.651Z,completed,completed normal,350.0,80kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2333,80877374-d55a-41e5-9eab-118a68b70339,2022-07-15T23:47:38.896Z,2022-07-15T23:50:10.860Z,completed,completed normal,200.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2409,2d8d875d-3d53-427f-a2f5-f92d9b05d3d2,2022-07-15T23:52:29.055Z,2022-07-15T23:55:11.567Z,completed,completed normal,200.0,42kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2417,fd0781d4-a9da-4507-8a00-f4e399ff26a8,2022-07-15T23:53:00.193Z,2022-07-15T23:55:37.583Z,completed,completed normal,12.5,55kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 852,cf6b671d-6d00-41aa-b746-8e9f8e8a2d2b,2022-07-15T22:16:35.086Z,2022-07-15T22:19:06.643Z,completed,completed normal,250.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 384,866e8bda-6d2a-4db6-91b3-1fcb7375f486,2022-07-15T21:49:58.890Z,2022-07-15T21:52:14.435Z,completed,completed normal,12.5,80kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 316,57680c7d-e021-4b06-965f-493a30e1bf7a,2022-07-15T21:45:57.093Z,2022-07-15T21:48:19.081Z,completed,completed normal,70.0,55kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 592,76641c28-4992-4423-b3c2-9872f40f6d18,2022-07-15T22:01:11.729Z,2022-07-15T22:03:30.028Z,completed,completed normal,10.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 200,235ceac0-ca46-4b99-837c-920a3354c61b,2022-07-15T21:39:24.925Z,2022-07-15T21:41:24.578Z,completed,completed normal,35.0,55kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 251,0f37bad6-0491-438c-85ba-f695ca29ca7c,2022-07-15T21:42:02.477Z,2022-07-15T21:44:17.921Z,completed,completed normal,12.5,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1282,36216ff6-ed3f-4c21-ae93-db3b2a86f88a,2022-07-15T22:42:57.177Z,2022-07-15T22:45:15.286Z,completed,completed normal,30.0,55kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 5,48d560c5-db76-4a83-baf2-1a9e0421bd5e,2022-07-15T21:30:01.409Z,2022-07-15T21:32:06.427Z,completed,completed normal,15.0,42kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1682,37dc8cf5-d25c-4a67-9b54-faa99cc99ef2,2022-07-15T23:07:30.889Z,2022-07-15T23:09:52.839Z,completed,completed normal,35.0,55kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 68,010641d7-fc86-415b-af5d-db83b9cf4ee7,2022-07-15T21:32:26.546Z,2022-07-15T21:34:25.500Z,completed,completed normal,50.0,42kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 489,6aebf6df-7b22-4db0-8ae8-6ead86d4cec1,2022-07-15T21:55:09.720Z,2022-07-15T21:57:19.796Z,completed,completed normal,150.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2170,eb9382ac-a7b5-43af-8d82-19672cd3ed6b,2022-07-15T23:37:31.313Z,2022-07-15T23:40:11.447Z,completed,completed normal,12.5,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1045,7d9b2595-ea0f-461e-862e-116be2b76493,2022-07-15T22:28:15.687Z,2022-07-15T22:30:48.039Z,completed,completed normal,400.0,42kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1427,bcf0ab03-7221-466f-9850-d543e966cfcf,2022-07-15T22:51:52.683Z,2022-07-15T22:54:23.887Z,completed,completed normal,5.0,42kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2503,c58f9508-0e0d-4a88-936f-c8a69ed81350,2022-07-15T23:58:22.686Z,2022-07-16T00:00:21.005Z,completed,completed normal,150.0,80kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1073,eea09eb3-3cb1-4b60-be03-80d3790e039f,2022-07-15T22:30:08.811Z,2022-07-15T22:32:37.933Z,completed,completed normal,30.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1509,695b3ed1-faab-4a4d-b814-d5f50a716e77,2022-07-15T22:57:02.255Z,2022-07-15T22:59:31.889Z,completed,completed normal,25.0,55kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1961,360c19cf-7d43-4bf9-bd03-297024c44d93,2022-07-15T23:24:13.844Z,2022-07-15T23:26:50.026Z,completed,completed normal,12.5,55kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2451,85fedf1a-e20e-424d-a123-83232351a850,2022-07-15T23:55:03.292Z,2022-07-15T23:57:36.381Z,completed,completed normal,400.0,80kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2479,77a5b5df-ce88-40e0-89bd-6beb8b79f024,2022-07-15T23:56:48.052Z,2022-07-15T23:59:31.340Z,completed,completed normal,30.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 824,69625b49-2dee-4636-be26-115130beeb39,2022-07-15T22:14:43.422Z,2022-07-15T22:17:17.890Z,completed,completed normal,20.0,55kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 982,aa5c34b7-69fb-47f1-8f59-759281e55ddd,2022-07-15T22:24:30.839Z,2022-07-15T22:26:59.829Z,completed,completed normal,100.0,42kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1954,0b46d37d-21fc-46e9-b10a-d86ed12cef9c,2022-07-15T23:23:55.312Z,2022-07-15T23:26:23.444Z,completed,completed normal,250.0,42kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1324,3228d777-0569-4374-a52c-5849423b640a,2022-07-15T22:45:34.151Z,2022-07-15T22:48:18.977Z,completed,completed normal,100.0,42kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2334,20c06d7b-8468-4863-a05d-bb624ce7c5cd,2022-07-15T23:47:46.110Z,2022-07-15T23:50:25.528Z,completed,completed normal,250.0,80kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1632,93f3aca8-2535-47cc-8698-88842fbbadbd,2022-07-15T23:04:23.101Z,2022-07-15T23:06:45.553Z,completed,completed normal,300.0,55kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1105,b061c79c-f278-4d32-a609-751efa46e45e,2022-07-15T22:32:12.069Z,2022-07-15T22:34:41.698Z,completed,completed normal,10.0,55kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 657,b460b09a-5de7-494e-9700-e6895d3eb91d,2022-07-15T22:04:15.763Z,2022-07-15T22:06:58.311Z,completed,completed normal,50.0,55kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1686,0f928322-e2d5-465e-a56b-890aca3f2c15,2022-07-15T23:07:40.266Z,2022-07-15T23:10:14.296Z,completed,completed normal,150.0,55kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1439,dbee3e53-7288-4817-8930-7c717d5505ea,2022-07-15T22:52:46.457Z,2022-07-15T22:55:14.590Z,completed,completed normal,150.0,42kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1850,6f6ef547-b0e9-477d-b348-1bfc581d97cd,2022-07-15T23:17:30.536Z,2022-07-15T23:20:01.674Z,completed,completed normal,20.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1743,600e5b59-563f-4a13-8310-268cfb4e7a32,2022-07-15T23:11:16.685Z,2022-07-15T23:13:30.515Z,completed,completed normal,150.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 603,30a4e77d-b21d-46be-88f1-822e5483be26,2022-07-15T22:01:33.494Z,2022-07-15T22:03:51.336Z,completed,completed normal,150.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1273,201ee79c-b0dd-402d-a509-5542912e8f01,2022-07-15T22:42:35.939Z,2022-07-15T22:44:52.549Z,completed,completed normal,400.0,42kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1844,d96f90ca-e933-4b91-88c0-c40f0febe706,2022-07-15T23:17:10.769Z,2022-07-15T23:19:47.795Z,completed,completed normal,0.0,55kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1977,87ff8496-213a-4ee2-a49e-bdd04f4464d9,2022-07-15T23:25:25.972Z,2022-07-15T23:27:58.986Z,completed,completed normal,0.0,80kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2300,7ce2e5b8-53c7-4e00-b81b-a54a3bbb75fb,2022-07-15T23:45:25.055Z,2022-07-15T23:48:03.240Z,completed,completed normal,0.0,55kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 969,1c7ae7d4-282e-4ae1-bbf6-c1ffc1add0c3,2022-07-15T22:24:00.340Z,2022-07-15T22:26:29.161Z,completed,completed normal,400.0,80kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1584,32fa44a8-dc4e-4968-af3b-e8534a75e3d2,2022-07-15T23:01:28.134Z,2022-07-15T23:04:02.023Z,completed,completed normal,20.0,80kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 440,a1ab0365-7408-40c7-a51a-89c852aba470,2022-07-15T21:52:43.452Z,2022-07-15T21:54:58.545Z,completed,completed normal,10.0,80kW Diesel,35.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1166,cd444280-8efe-458a-ad4e-f9798865b3f1,2022-07-15T22:36:00.071Z,2022-07-15T22:38:39.699Z,completed,completed normal,20.0,55kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2139,c4dc4fa9-4d9b-42b8-bfe9-927becc5884b,2022-07-15T23:35:30.365Z,2022-07-15T23:38:12.290Z,completed,completed normal,50.0,55kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2183,a972f4eb-bd3d-4071-aa03-2a5618661924,2022-07-15T23:38:16.918Z,2022-07-15T23:40:57.586Z,completed,completed normal,300.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 845,a92aee47-bc70-46f5-b4ca-53de5f4e37b2,2022-07-15T22:16:17.999Z,2022-07-15T22:18:58.924Z,completed,completed normal,30.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1031,de2900bf-9eb4-4281-a4f1-08700a291946,2022-07-15T22:27:42.285Z,2022-07-15T22:30:21.064Z,completed,completed normal,15.0,42kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1802,d09ced19-d4fa-4300-80e7-fc0c5c410393,2022-07-15T23:14:32.212Z,2022-07-15T23:17:01.629Z,completed,completed normal,250.0,55kW Diesel,45.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2097,b77e1a4d-3279-4bc6-b128-9e0352e18d3f,2022-07-15T23:32:56.601Z,2022-07-15T23:35:29.965Z,completed,completed normal,20.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 823,c63c6551-ff6c-4e52-b1d9-fe568458204c,2022-07-15T22:14:39.837Z,2022-07-15T22:17:10.173Z,completed,completed normal,17.5,55kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 917,8b406445-a963-44c4-83b0-b4a8f8860f24,2022-07-15T22:20:27.421Z,2022-07-15T22:23:04.580Z,completed,completed normal,15.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1613,5083b4fd-d9b0-4267-9749-60ee1172a2de,2022-07-15T23:03:06.798Z,2022-07-15T23:05:41.445Z,completed,completed normal,300.0,42kW Diesel,30.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2303,759d0e9f-b589-46ec-8d4a-6fabd0f72156,2022-07-15T23:45:45.602Z,2022-07-15T23:48:33.346Z,completed,completed normal,12.5,55kW Diesel,35.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 138,80a2bc79-993a-4242-af7e-939428837f0d,2022-07-15T21:36:41.076Z,2022-07-15T21:38:58.561Z,completed,completed normal,15.0,55kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2108,b8b26382-773b-4846-acac-86d6fb5cd53c,2022-07-15T23:33:29.607Z,2022-07-15T23:36:12.373Z,completed,completed normal,350.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2132,3851266b-b44b-409b-aa3d-6f9def36b9bd,2022-07-15T23:34:56.054Z,2022-07-15T23:37:30.818Z,completed,completed normal,12.5,55kW Diesel,20.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 846,5d095acf-a1a3-42b9-ba0f-4c58992d388f,2022-07-15T22:16:18.800Z,2022-07-15T22:18:53.941Z,completed,completed normal,35.0,80kW Diesel,15.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1411,f5fd2997-0bde-4271-bc2e-d8b2734e40e4,2022-07-15T22:50:57.227Z,2022-07-15T22:53:21.172Z,completed,completed normal,15.0,80kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1524,b78459b5-2e1c-4682-9e54-2f9dae4bf8b2,2022-07-15T22:57:48.484Z,2022-07-15T23:00:22.621Z,completed,completed normal,12.5,80kW Diesel,20.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2188,de881099-03cd-4c67-a7c4-b1e0a690bd45,2022-07-15T23:38:31.855Z,2022-07-15T23:41:06.993Z,completed,completed normal,10.0,55kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 482,9ffcb73f-1b25-496d-889f-db1be12eb6c5,2022-07-15T21:54:58.261Z,2022-07-15T21:57:27.510Z,completed,completed normal,20.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1869,7f29a4d1-b758-48f4-9760-4eb918df9f80,2022-07-15T23:18:45.423Z,2022-07-15T23:21:18.528Z,completed,completed normal,20.0,80kW Diesel,50.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 299,c9c8d504-8e9d-45bc-8c00-0fec153a980b,2022-07-15T21:45:25.194Z,2022-07-15T21:47:41.835Z,completed,completed normal,150.0,42kW Diesel,25.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 695,02d453bf-7dfc-4185-b1fd-9d309b1b81ab,2022-07-15T22:06:47.939Z,2022-07-15T22:09:23.876Z,completed,completed normal,50.0,42kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 146,91ff135d-c078-455d-94c4-c0afc10680f6,2022-07-15T21:36:54.377Z,2022-07-15T21:38:49.697Z,completed,completed normal,100.0,55kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1277,1ca29387-b2e8-452c-9fa1-26bd7bd68371,2022-07-15T22:42:50.083Z,2022-07-15T22:45:27.282Z,completed,completed normal,12.5,55kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1974,2bea9dc6-ffa5-43fb-9d78-dad8d848065d,2022-07-15T23:25:16.478Z,2022-07-15T23:27:42.581Z,completed,completed normal,300.0,55kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 143,b3374451-64b9-4f93-a82b-0328dd19b604,2022-07-15T21:36:47.928Z,2022-07-15T21:38:59.708Z,completed,completed normal,35.0,55kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 713,46c97f15-e184-4f83-95f2-f5eff0db29e0,2022-07-15T22:07:51.159Z,2022-07-15T22:10:26.486Z,completed,completed normal,35.0,55kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1191,daf6125c-291d-4ea4-bbeb-3aa3f8630cac,2022-07-15T22:37:31.081Z,2022-07-15T22:40:04.551Z,completed,completed normal,100.0,80kW Diesel,45.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1085,e34aa343-bb6b-4f3f-81b1-ee6a51f441c2,2022-07-15T22:30:49.535Z,2022-07-15T22:33:25.431Z,completed,completed normal,5.0,42kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2168,2eee320c-8726-4429-8f11-b75e8054a444,2022-07-15T23:37:16.392Z,2022-07-15T23:39:54.758Z,completed,completed normal,5.0,42kW Diesel,25.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 490,87f8f6eb-47be-41ef-9d25-39237c2c48e8,2022-07-15T21:55:10.492Z,2022-07-15T21:57:32.634Z,completed,completed normal,200.0,55kW Diesel,40.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 201,b20d4c44-a320-42f3-ab5c-d1f7fdf65d36,2022-07-15T21:39:26.286Z,2022-07-15T21:41:47.465Z,completed,completed normal,50.0,55kW Diesel,15.0,SmallOffice,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1940,44a4ce27-fa65-4130-a25c-c0fc8dcd5e69,2022-07-15T23:22:59.492Z,2022-07-15T23:25:31.689Z,completed,completed normal,5.0,42kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2489,8e145960-2d5a-45b6-ad15-62337f2b3963,2022-07-15T23:57:30.314Z,2022-07-15T23:59:51.737Z,completed,completed normal,400.0,55kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1366,c9c9156b-5479-4e1e-a28a-cecae291c385,2022-07-15T22:48:11.127Z,2022-07-15T22:50:42.143Z,completed,completed normal,300.0,80kW Diesel,5.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 644,21ac3721-f3a1-4413-8799-84730e4802f7,2022-07-15T22:03:47.068Z,2022-07-15T22:06:15.409Z,completed,completed normal,300.0,42kW Diesel,0.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 1422,5a598c8a-5e2d-4586-91b5-73823c61a022,2022-07-15T22:51:43.682Z,2022-07-15T22:54:12.258Z,completed,completed normal,250.0,80kW Diesel,10.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1965,7f233936-6cd0-4f8f-b58e-1f9b49cf2260,2022-07-15T23:24:31.652Z,2022-07-15T23:27:05.966Z,completed,completed normal,25.0,55kW Diesel,5.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2013,29688c87-a2c5-4e1e-b370-9f350b220bc1,2022-07-15T23:27:42.983Z,2022-07-15T23:30:31.406Z,completed,completed normal,350.0,42kW Diesel,10.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 2466,d710342b-b494-4c10-8d83-7c6cd89ed1e9,2022-07-15T23:55:57.823Z,2022-07-15T23:58:43.250Z,completed,completed normal,200.0,42kW Diesel,50.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 985,ce635432-75a7-47d7-905b-71a4c827602a,2022-07-15T22:24:40.545Z,2022-07-15T22:27:00.753Z,completed,completed normal,250.0,42kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
DOE Autogenerated 2271,21af0ea7-36b0-40c1-9816-b982c95772ee,2022-07-15T23:43:48.590Z,2022-07-15T23:46:17.282Z,completed,completed normal,35.0,80kW Diesel,30.0,RetailStandalone,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1306,af44672d-6201-47c2-a64b-8c8be805ebb1,2022-07-15T22:44:51.832Z,2022-07-15T22:47:23.079Z,completed,completed normal,150.0,80kW Diesel,0.0,SmallOffice,ASHRAE 169-2013-3C,,,,,,,,
DOE Autogenerated 1115,b725bc3c-927e-4bbc-957f-530c8a5c8cf1,2022-07-15T22:32:45.991Z,2022-07-15T22:35:13.273Z,completed,completed normal,100.0,55kW Diesel,40.0,RetailStandalone,ASHRAE 169-2013-6B,,,,,,,,
